Personal or Business,Business Number,Vehicle Type,Standard or Express,Platform,Cancel Reason,Cancelled by,Placement Day,Placement Time,Confirmation Day,Confirmation Time,Cancellation Day,Cancellation Time,Distance (KM),Pickup Lat,Pickup Long,scheduled
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,9:58:26,,,1,9:58:45,9,-1.3088855,36.8229847,OnDemAND
Business,10420,Bike,Standard,desktop,No Partner,Staff,1,8:53:35,,,1,8:59:55,11,-1.3274642,36.8608766,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,1,11:50:20,,,1,11:50:26,4,-1.2652650,36.8135770,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,1,7:51:59,1,8:12:23,1,8:43:23,10,-1.3218869,36.8135044,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,1,6:41:46,,,1,6:47:56,19,-1.2131451,36.9021352,OnDemAND
Personal,,Bike,Express,desktop,No Partner,Staff,1,12:30:31,1,12:30:46,1,12:31:18,0,-1.3031970,36.7695525,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,11:34:13,,,1,11:38:27,16,-1.2178867,36.8160391,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,10:11:49,,,1,10:12:22,16,-1.2249867,36.8157391,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,1,10:25:49,,,1,10:25:56,5,-1.2879292,36.7828569,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,1,10:35:02,1,10:35:51,1,11:44:47,41,-1.2455992,36.9165415,OnDemAND
Business,18028,Bike,Express,desktop,No Partner,Staff,1,11:13:26,,,2,3:00:01,1,-1.2992097,36.7708221,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,1,19:03:10,,,1,19:03:17,20,-1.3946354,36.7712148,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,1,15:56:43,1,15:58:12,1,16:42:07,8,-1.3010062,36.8291410,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,1,14:01:14,1,14:01:45,1,14:02:35,9,-1.3048062,36.8254410,OnDemAND
Business,22996,Bike,Express,desktop,No Partner,Staff,1,19:05:27,,,1,19:20:55,4,-1.2993097,36.7708221,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,18:20:44,,,1,18:21:52,14,-1.2088391,36.8405088,OnDemAND
Business,32536,Bike,Express,desktop,I placed the wrong locations.,Customer,1,16:51:05,1,16:51:45,1,16:53:35,4,-1.2602422,36.7835178,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,14:09:02,,,1,14:36:33,9,-1.3014918,36.7791797,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,1,14:44:07,1,14:45:25,1,14:47:34,12,-1.2780832,36.8306719,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,1,16:25:39,1,16:28:15,1,16:28:17,8,-1.2642089,36.7837337,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:19:54,,,1,13:27:49,8,-1.3042062,36.8265410,OnDemAND
Business,43876,Bike,Standard,desktop,No Partner,Staff,1,12:57:00,,,1,13:34:25,2,-1.2728940,36.8138971,OnDemAND
Business,17968,Bike,Standard,desktop,No Partner,Staff,1,15:08:02,1,15:14:41,2,3:00:00,14,-1.2994210,36.8280950,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,1,18:24:13,,,2,3:00:00,14,-1.2151391,36.8424088,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,1,16:08:45,,,1,16:08:57,19,-1.2117460,36.7948976,OnDemAND
Business,18028,Bike,Express,desktop,No Partner,Staff,1,19:01:57,,,1,19:03:07,4,-1.3032097,36.7713221,OnDemAND
Business,20680,Bike,Express,desktop,The driver is too far away.,Customer,1,20:35:17,,,2,10:33:02,15,-1.2562895,36.7898034,Scheduled
Business,10780,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,20:29:39,,,1,20:34:21,8,-1.2627605,36.8072777,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,1,20:33:57,,,1,20:39:52,14,-1.2156659,36.8150437,Scheduled
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,1,13:28:39,1,13:28:52,1,13:29:51,15,-1.3424066,36.7661638,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,16:20:26,,,1,17:04:37,5,-1.2557979,36.8047844,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,1,13:32:24,1,13:32:36,1,13:44:32,23,-1.3474066,36.7637638,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,1,14:34:20,1,15:48:36,2,8:23:56,15,-1.3058852,36.8347665,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,1,16:00:06,1,16:01:31,1,16:26:10,21,-1.2910265,36.8510515,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:32:20,1,15:34:34,1,15:48:25,14,-1.2247006,36.8910865,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,16:13:31,,,1,16:40:47,16,-1.2580444,36.7360046,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,1,15:01:59,1,15:02:37,1,15:14:16,9,-1.3002330,36.7812695,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,1,14:14:07,1,15:14:41,2,3:00:00,19,-1.3604415,36.7389110,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,1,13:49:38,,,1,13:54:21,18,-1.2709677,36.9050336,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,1,16:27:01,1,17:16:42,1,17:50:09,10,-1.2944590,36.7641640,OnDemAND
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,1,15:57:49,1,15:57:59,1,16:09:28,5,-1.2609926,36.8018685,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,1,15:39:22,,,2,3:00:00,19,-1.3657415,36.7446110,OnDemAND
Business,15820,Bike,Express,desktop,My order is not ready.,Customer,1,14:17:30,1,14:17:53,1,14:18:21,15,-1.2936059,36.8226816,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,1,8:23:57,1,8:45:28,1,9:41:38,13,-1.2835856,36.8693585,OnDemAND
Business,29068,Bike,Standard,API,No Partner,Staff,1,8:28:13,1,15:48:23,5,12:47:32,21,-1.3706280,36.7981150,Scheduled
Personal,,Bike,Express,android,My order is not ready.,Customer,1,7:52:29,,,1,7:52:47,21,-0.2806552,36.0716002,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,1,1:32:37,,,1,1:32:44,32,-1.0395222,37.0437757,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,1,9:58:05,1,9:58:38,1,10:24:41,0,-1.3356904,36.8653943,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,1,9:59:50,,,1,10:25:41,13,-1.2961456,36.7947726,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,10:53:58,1,11:15:06,1,11:19:08,2,-1.2968117,36.8133763,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,1,17:01:52,1,17:14:49,1,17:23:39,24,-1.2059728,36.8728319,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,19:50:35,2,6:20:50,2,8:38:18,17,-1.2178123,36.8948547,Scheduled
Business,32692,Bike,Express,API,No Partner,Staff,1,20:23:32,1,20:30:02,2,7:18:07,0,-1.3340904,36.8703943,OnDemAND
Business,17968,Bike,Express,desktop,I placed the wrong locations.,Customer,1,12:13:46,1,12:13:56,1,12:14:47,48,-1.4248561,36.9659993,OnDemAND
Business,18028,Bike,Standard,desktop,My order is not ready.,Customer,1,12:03:40,,,1,12:03:52,2,-1.2987066,36.7696423,OnDemAND
Business,23728,Bike,Standard,desktop,No Partner,Staff,1,10:18:06,1,10:53:11,1,11:03:14,8,-1.2613895,36.7906034,OnDemAND
Business,22996,Bike,Express,desktop,No Partner,Staff,1,15:58:04,1,15:59:01,1,18:20:22,14,-1.2812955,36.8195749,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,1,11:24:48,,,1,11:25:47,4,-1.2989066,36.7763423,OnDemAND
Personal,,Bike,Express,desktop,My order is not ready.,Customer,1,11:23:56,,,1,11:24:16,9,-1.3509290,36.7519900,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,12:23:29,1,12:44:52,1,12:52:28,10,-1.3019194,36.7699917,OnDemAND
Business,18028,Bike,Standard,desktop,No Partner,Staff,1,22:45:22,,,2,3:00:00,4,-1.3226931,36.7065102,OnDemAND
Business,18028,Bike,Standard,desktop,No Partner,Staff,1,22:44:58,,,2,3:00:00,4,-1.3335261,36.6828186,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,1,20:23:45,1,20:30:29,2,7:18:41,0,-1.3258904,36.8671943,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,1,21:36:16,,,2,3:00:00,0,-1.3318904,36.8700943,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,1,20:21:45,,,1,20:22:29,6,-1.3368054,36.6787573,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,1,15:38:46,1,16:00:06,1,16:06:58,13,-1.2697846,36.8093022,OnDemAND
Personal,,Bike,Express,desktop,My order is not ready.,Customer,1,11:55:43,1,11:56:33,1,11:57:15,2,-1.3012970,36.7786525,OnDemAND
Business,32692,Bike,Express,API,Delay,Staff,1,15:05:23,1,15:09:01,1,15:38:20,0,-1.3318904,36.8710943,OnDemAND
Personal,,Bike,Standard,desktop,My order is not ready.,Customer,1,11:13:03,1,11:44:53,1,11:54:18,2,-1.2957826,36.7682807,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,15:36:55,,,1,15:41:50,7,-1.3265076,36.8637700,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,1,12:36:54,1,12:39:07,1,13:46:44,7,-1.3088537,36.8227768,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,1,17:44:53,1,18:00:32,1,19:22:52,20,-1.1732601,36.8024219,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:24:05,1,13:24:38,1,13:25:05,18,-1.2857940,36.8255710,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,1,15:17:14,1,15:46:16,1,19:09:56,0,-1.3266904,36.8763943,Scheduled
Business,18028,Bike,Standard,desktop,No Partner,Staff,1,22:44:39,,,2,3:00:00,4,-1.3250261,36.6823186,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,16:19:58,1,16:30:30,1,17:14:01,13,-1.2627571,36.7819547,OnDemAND
Business,22504,Bike,Standard,desktop,I placed the wrong locations.,Customer,1,16:25:58,,,1,16:29:16,17,-1.2038349,36.9208527,OnDemAND
Personal,,Bike,Express,peer_web,I placed the wrong locations.,Customer,1,12:10:35,,,1,12:11:11,5,-1.3570290,36.7484900,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,1,15:46:39,1,16:02:26,1,16:49:00,22,-1.4050185,36.9499349,OnDemAND
Business,31576,Bike,Standard,desktop,I placed the wrong locations.,Customer,1,14:29:10,,,1,14:37:00,23,-1.3057386,36.7631239,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,1,14:34:44,1,14:42:49,1,17:51:27,5,-1.2849183,36.8995338,Scheduled
Personal,,Bike,Express,android,The driver is too far away.,Customer,1,13:48:38,,,1,13:49:09,7,-1.3123537,36.8285768,OnDemAND
Business,20680,Bike,Express,android,My order is not ready.,Customer,1,14:25:53,1,14:26:15,1,15:15:41,8,-1.2540895,36.7835034,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,1,12:13:50,,,1,12:18:00,7,-1.3132698,36.8480456,OnDemAND
Personal,,Bike,Standard,desktop,Customer error,Staff,1,11:19:02,,,1,11:24:16,7,-1.3029970,36.7692525,OnDemAND
Business,39592,Bike,Express,desktop,My order is not ready.,Customer,1,17:16:44,1,17:33:10,1,17:51:18,14,-1.3257522,36.7223584,OnDemAND
Business,18028,Bike,Standard,android,My order is not ready.,Customer,1,11:51:06,,,1,11:51:25,7,-1.2978970,36.7713525,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,1,14:56:01,1,15:00:04,1,15:11:51,1,-1.3001970,36.7680525,OnDemAND
Business,17968,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,16:46:17,,,1,17:10:42,8,-1.1760020,36.8254183,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,1,20:43:17,,,1,20:43:23,20,-1.2963667,36.7811495,OnDemAND
Business,23728,Bike,Standard,desktop,No Partner,Staff,1,10:17:27,1,10:53:11,1,11:03:37,6,-1.2555895,36.7875034,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,12:48:34,,,1,12:58:24,27,-1.2405011,36.8841307,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,1,13:33:27,1,13:33:46,1,13:33:57,10,-1.3479290,36.7473900,OnDemAND
Business,43876,Bike,Express,desktop,I placed the wrong locations.,Customer,1,10:29:02,,,1,10:29:17,3,-1.2734940,36.8051971,OnDemAND
Personal,,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:48:40,1,15:59:35,1,15:59:39,11,-1.2345502,36.8706319,OnDemAND
Personal,,Bike,Express,ios,No Partner,Staff,1,15:50:21,1,15:51:11,1,17:25:36,13,-1.3207445,36.7591244,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:28:54,1,13:29:15,1,13:33:07,22,-1.2876940,36.8320710,OnDemAND
Business,18028,Bike,Express,desktop,No Partner,Staff,1,13:09:13,,,1,15:48:51,2,-1.2999066,36.7719423,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,1,13:34:15,,,1,13:34:54,9,-1.2891592,36.7691295,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,1,20:23:32,1,20:30:46,2,7:18:22,0,-1.3348904,36.8760943,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,12:53:57,1,12:54:19,1,13:00:27,4,-1.3167113,36.8376563,OnDemAND
Business,18028,Bike,Express,ios,My order is not ready.,Customer,1,22:29:01,,,1,22:29:05,2,-1.3012230,36.7901890,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,15:40:46,,,1,15:48:13,3,-1.2307220,36.8066500,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,10:08:30,,,1,10:28:29,2,-1.3000581,36.8165970,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,1,15:17:41,1,15:17:52,1,15:18:11,13,-1.2684786,36.8030593,OnDemAND
Business,20680,Bike,Express,android,I placed the wrong locations.,Customer,1,15:45:18,,,1,15:45:35,44,-1.4886924,36.9554624,OnDemAND
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,1,10:45:30,1,10:47:49,1,11:33:46,12,-1.2612926,36.8088685,OnDemAND
Personal,,Bike,Standard,android,Customer error,Staff,1,10:49:56,1,11:04:33,1,11:25:56,6,-1.2551895,36.7855034,OnDemAND
Business,17968,Bike,Express,desktop,No Partner,Staff,1,13:56:46,1,13:57:42,1,17:07:21,6,-1.3096210,36.8287950,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,1,14:14:51,2,9:49:05,2,10:08:04,17,-1.3119410,36.8378368,Scheduled
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,17:06:52,,,1,17:16:06,15,-1.3012179,36.7695349,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,1,10:47:15,1,10:47:24,1,10:49:24,14,-1.2293220,36.8082500,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,1,12:48:11,1,16:11:49,1,16:29:26,8,-1.3224113,36.8392563,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,1,14:43:00,,,1,14:43:08,20,-1.3226931,36.7029102,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:36:13,,,1,15:36:29,6,-1.3045062,36.8230410,OnDemAND
Business,42652,Bike,Express,android,My order is not ready.,Customer,1,15:06:28,,,1,15:06:40,10,-1.2683341,36.8071045,OnDemAND
Business,20680,Bike,Standard,android,I placed the wrong locations.,Customer,1,16:50:33,,,1,16:51:14,17,-1.2808912,36.8810811,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,1,16:25:24,1,16:50:42,1,17:07:45,11,-1.3186113,36.8345563,OnDemAND
Personal,,Bike,Standard,android,Customer error,Staff,1,10:54:16,1,11:04:33,1,11:25:46,6,-1.2544895,36.7905034,OnDemAND
Business,24436,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,15:49:52,,,1,15:49:58,13,-1.3290189,36.8484551,OnDemAND
Business,17968,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:25:22,1,13:44:40,1,13:53:37,3,-1.2672337,36.8057548,OnDemAND
Business,27184,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,15:57:51,1,16:00:18,1,16:26:40,10,-1.2633331,36.7490881,OnDemAND
Business,57028,Bike,Standard,desktop,My order is not ready.,Customer,1,8:38:00,,,1,9:04:21,15,-1.2355998,36.8018905,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,1,16:26:35,1,16:38:18,1,17:04:59,11,-1.3196003,36.8388435,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,1,8:50:16,1,8:51:49,1,9:00:56,4,-1.3055869,36.8456207,OnDemAND
Business,59392,Bike,Express,desktop,No Partner,Staff,1,10:26:04,1,10:26:33,1,10:53:27,5,-1.2881889,36.8335135,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,8:58:27,1,8:58:40,1,9:00:28,21,-1.2935826,36.7602807,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,1,12:48:26,1,12:49:43,1,13:02:53,14,-1.3221113,36.8321563,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,1,14:29:37,1,14:34:04,1,15:08:59,7,-1.2735510,36.8228200,OnDemAND
Personal,,Bike,Standard,desktop,Customer error,Staff,1,18:35:12,2,10:19:19,2,13:28:49,15,-1.3241420,36.7143650,Scheduled
Personal,,Bike,Express,android,No Partner,Staff,1,10:38:43,1,14:19:05,1,15:33:52,14,-1.3431436,36.6615710,Scheduled
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:52:11,,,1,15:52:27,12,-1.2882940,36.8231710,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,11:22:24,,,1,11:23:52,15,-1.2905800,36.8241312,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,16:59:57,,,1,17:29:14,54,-1.5367420,37.1353214,OnDemAND
Business,54496,Bike,Express,desktop,Customer error,Staff,1,15:16:52,1,15:19:42,1,15:19:58,40,-1.3281988,36.7016709,OnDemAND
Business,19924,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,12:41:36,,,1,13:27:32,5,-1.2577019,36.8041770,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,15:11:18,,,1,15:12:25,20,-1.3209931,36.7117102,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,1,10:52:49,1,10:53:21,1,11:00:54,15,-1.2895800,36.8246312,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,13:55:06,,,1,13:56:46,3,-1.2874800,36.8144312,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,1,11:47:24,1,16:43:19,1,17:11:06,18,-1.3440918,36.9100274,Scheduled
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,1,13:58:11,,,1,13:58:27,12,-1.2355104,36.8116486,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,1,13:59:48,1,14:00:00,1,14:00:55,12,-1.2246041,36.8006029,OnDemAND
Personal,,Bike,Standard,android,Customer error,Staff,1,8:51:10,1,9:04:42,1,11:27:56,5,-1.3115458,36.8302667,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,14:22:22,,,2,10:45:31,18,-1.3968290,36.7496550,Scheduled
Business,20680,Bike,Express,desktop,No Partner,Staff,1,16:17:31,1,17:01:54,1,17:18:07,10,-1.2610895,36.7899034,OnDemAND
Personal,,Bike,Express,desktop,No Partner,Staff,1,13:04:57,1,13:11:19,1,13:53:44,9,-1.2807478,36.8246823,OnDemAND
Business,40300,Bike,Express,android,My order is not ready.,Customer,1,13:41:16,1,13:42:22,1,13:51:11,12,-1.2946960,36.7694780,OnDemAND
Personal,,Bike,Express,android,Customer error,Staff,1,13:39:02,1,14:13:33,1,14:13:56,6,-1.2790796,36.8250620,OnDemAND
Business,39592,Bike,Express,desktop,No Partner,Staff,1,10:03:22,1,10:45:36,1,11:25:37,20,-1.3304522,36.7195584,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,16:05:47,,,1,16:18:18,23,-1.3218247,36.9033926,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,15:29:11,1,15:29:39,1,15:37:36,14,-1.3202113,36.8390563,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,1,13:07:09,1,13:11:16,1,13:23:47,4,-1.3001305,36.8341519,OnDemAND
