personal_or_business,business_number,vehicle_type,standard_or_express,platform,cancel_reason,cancelled_by,placement_day,placement_time,confirmation_day,confirmation_time,cancellation_day,cancellation_time,distance_(km),pickup_lat,pickup_long,scheduled
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,10:31:22,1,,1,10:32:20,16,-1.2183867,36.8127391,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,1,11:22:42,1,12:11:58,1,14:49:39,9,-1.2667819,36.796569399999996,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,1,08:52:27,1,08:55:19,1,09:04:29,8,-1.3196113,36.837756299999995,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,12:22:08,1,,1,12:22:16,14,-1.2661414,36.7771019,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,11:32:43,1,,1,11:36:58,16,-1.215546,36.7978976,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,11:32:13,1,,1,11:33:42,16,-1.2196867,36.8171391,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,11:39:17,1,11:41:31,1,11:47:38,17,-1.3582657,36.9017028,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,09:39:13,1,,1,09:46:16,9,-1.3099855,36.8235847,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,13:30:39,1,,1,13:30:54,18,-1.2659677,36.9137336,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,09:17:24,1,,1,09:23:46,2,-1.2639028,36.802484899999996,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,06:29:33,1,,1,06:41:04,15,-1.2175451000000002,36.9137352,OnDemAND
Business,20680.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,12:32:19,1,13:25:58,1,16:43:38,3,-1.266398,36.795583,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,09:58:26,1,,1,09:58:45,9,-1.3088855,36.8229847,OnDemAND
Business,10420.0,Bike,Standard,desktop,No Partner,Staff,1,08:53:35,1,,1,08:59:55,11,-1.3274641999999999,36.8608766,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,1,11:50:20,1,,1,11:50:26,4,-1.2652649999999999,36.813577,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,07:51:59,1,08:12:23,1,08:43:23,10,-1.3218869,36.8135044,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,06:41:46,1,,1,06:47:56,19,-1.2131451000000002,36.902135200000004,OnDemAND
Personal,-1.0,Bike,Express,desktop,No Partner,Staff,1,12:30:31,1,12:30:46,1,12:31:18,0,-1.303197,36.7695525,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,11:34:13,1,,1,11:38:27,16,-1.2178867,36.8160391,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,10:11:49,1,,1,10:12:22,16,-1.2249867,36.8157391,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,10:25:49,1,,1,10:25:56,5,-1.2879292,36.7828569,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,1,10:35:02,1,10:35:51,1,11:44:47,41,-1.2455992,36.9165415,OnDemAND
Business,18028.0,Bike,Express,desktop,No Partner,Staff,2,11:13:26,2,,2,03:00:01,1,-1.2992097,36.770822100000004,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,19:03:10,1,,1,19:03:17,20,-1.3946353999999999,36.771214799999996,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:56:43,1,15:58:12,1,16:42:07,8,-1.3010062,36.829141,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,1,14:01:14,1,14:01:45,1,14:02:35,9,-1.3048062,36.825441,OnDemAND
Business,22996.0,Bike,Express,desktop,No Partner,Staff,1,19:05:27,1,,1,19:20:55,4,-1.2993097,36.770822100000004,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,18:20:44,1,,1,18:21:52,14,-1.2088391,36.8405088,OnDemAND
Business,32536.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,16:51:05,1,16:51:45,1,16:53:35,4,-1.2602421999999998,36.7835178,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,14:09:02,1,,1,14:36:33,9,-1.3014918,36.7791797,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,14:44:07,1,14:45:25,1,14:47:34,12,-1.2780832,36.8306719,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,16:25:39,1,16:28:15,1,16:28:17,8,-1.2642089,36.783733700000006,OnDemAND
Business,31348.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:19:54,1,,1,13:27:49,8,-1.3042062,36.826541,OnDemAND
Business,43876.0,Bike,Standard,desktop,No Partner,Staff,1,12:57:00,1,,1,13:34:25,2,-1.272894,36.813897100000005,OnDemAND
Business,17968.0,Bike,Standard,desktop,No Partner,Staff,2,15:08:02,2,15:14:41,2,03:00:00,14,-1.299421,36.828095000000005,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,2,18:24:13,2,,2,03:00:00,14,-1.2151391000000002,36.8424088,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,16:08:45,1,,1,16:08:57,19,-1.211746,36.794897600000006,OnDemAND
Business,18028.0,Bike,Express,desktop,No Partner,Staff,1,19:01:57,1,,1,19:03:07,4,-1.3032097,36.7713221,OnDemAND
Business,20680.0,Bike,Express,desktop,The driver is too far away.,Customer,2,20:35:17,2,,2,10:33:02,15,-1.2562895,36.7898034,Scheduled
Business,10780.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,20:29:39,1,,1,20:34:21,8,-1.2627605,36.8072777,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,20:33:57,1,,1,20:39:52,14,-1.2156658999999999,36.815043700000004,Scheduled
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,13:28:39,1,13:28:52,1,13:29:51,15,-1.3424066000000001,36.7661638,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,16:20:26,1,,1,17:04:37,5,-1.2557979,36.804784399999996,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,13:32:24,1,13:32:36,1,13:44:32,23,-1.3474066,36.7637638,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,2,14:34:20,2,15:48:36,2,08:23:56,15,-1.3058851999999999,36.8347665,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,16:00:06,1,16:01:31,1,16:26:10,21,-1.2910264999999999,36.851051500000004,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:32:20,1,15:34:34,1,15:48:25,14,-1.2247006,36.8910865,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,16:13:31,1,,1,16:40:47,16,-1.2580444,36.7360046,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,1,15:01:59,1,15:02:37,1,15:14:16,9,-1.300233,36.7812695,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,2,14:14:07,2,15:14:41,2,03:00:00,19,-1.3604415,36.738911,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,13:49:38,1,,1,13:54:21,18,-1.2709677,36.9050336,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,1,16:27:01,1,17:16:42,1,17:50:09,10,-1.294459,36.764164,OnDemAND
Business,40300.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:57:49,1,15:57:59,1,16:09:28,5,-1.2609926,36.8018685,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,2,15:39:22,2,,2,03:00:00,19,-1.3657415000000002,36.744611,OnDemAND
Business,15820.0,Bike,Express,desktop,My order is not ready.,Customer,1,14:17:30,1,14:17:53,1,14:18:21,15,-1.2936059,36.822681599999996,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,08:23:57,1,08:45:28,1,09:41:38,13,-1.2835856,36.869358500000004,OnDemAND
Business,29068.0,Bike,Standard,API,No Partner,Staff,5,08:28:13,5,15:48:23,5,12:47:32,21,-1.370628,36.798115,Scheduled
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,1,07:52:29,1,,1,07:52:47,21,-0.2806552,36.071600200000006,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,1,01:32:37,1,,1,01:32:44,32,-1.0395222,37.043775700000005,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,1,09:58:05,1,09:58:38,1,10:24:41,0,-1.3356903999999998,36.8653943,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,1,09:59:50,1,,1,10:25:41,13,-1.2961456,36.7947726,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,10:53:58,1,11:15:06,1,11:19:08,2,-1.2968117000000001,36.813376299999995,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,1,17:01:52,1,17:14:49,1,17:23:39,24,-1.2059728,36.872831899999994,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,2,19:50:35,2,06:20:50,2,08:38:18,17,-1.2178123,36.8948547,Scheduled
Business,32692.0,Bike,Express,API,No Partner,Staff,2,20:23:32,2,20:30:02,2,07:18:07,0,-1.3340903999999998,36.870394299999994,OnDemAND
Business,17968.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,12:13:46,1,12:13:56,1,12:14:47,48,-1.4248561000000002,36.96599929999999,OnDemAND
Business,18028.0,Bike,Standard,desktop,My order is not ready.,Customer,1,12:03:40,1,,1,12:03:52,2,-1.2987066,36.769642299999994,OnDemAND
Business,23728.0,Bike,Standard,desktop,No Partner,Staff,1,10:18:06,1,10:53:11,1,11:03:14,8,-1.2613895,36.7906034,OnDemAND
Business,22996.0,Bike,Express,desktop,No Partner,Staff,1,15:58:04,1,15:59:01,1,18:20:22,14,-1.2812955,36.8195749,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,1,11:24:48,1,,1,11:25:47,4,-1.2989066,36.776342299999996,OnDemAND
Personal,-1.0,Bike,Express,desktop,My order is not ready.,Customer,1,11:23:56,1,,1,11:24:16,9,-1.350929,36.75199,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,12:23:29,1,12:44:52,1,12:52:28,10,-1.3019194,36.7699917,OnDemAND
Business,18028.0,Bike,Standard,desktop,No Partner,Staff,2,22:45:22,2,,2,03:00:00,4,-1.3226931,36.706510200000004,OnDemAND
Business,18028.0,Bike,Standard,desktop,No Partner,Staff,2,22:44:58,2,,2,03:00:00,4,-1.3335261,36.6828186,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,2,20:23:45,2,20:30:29,2,07:18:41,0,-1.3258903999999998,36.867194299999994,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,2,21:36:16,2,,2,03:00:00,0,-1.3318903999999998,36.8700943,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,1,20:21:45,1,,1,20:22:29,6,-1.3368053999999998,36.6787573,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,1,15:38:46,1,16:00:06,1,16:06:58,13,-1.2697846000000002,36.809302200000005,OnDemAND
Personal,-1.0,Bike,Express,desktop,My order is not ready.,Customer,1,11:55:43,1,11:56:33,1,11:57:15,2,-1.301297,36.7786525,OnDemAND
Business,32692.0,Bike,Express,API,Delay,Staff,1,15:05:23,1,15:09:01,1,15:38:20,0,-1.3318903999999998,36.871094299999996,OnDemAND
Personal,-1.0,Bike,Standard,desktop,My order is not ready.,Customer,1,11:13:03,1,11:44:53,1,11:54:18,2,-1.2957826000000001,36.768280700000005,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,15:36:55,1,,1,15:41:50,7,-1.3265076,36.86377,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,12:36:54,1,12:39:07,1,13:46:44,7,-1.3088537,36.8227768,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,1,17:44:53,1,18:00:32,1,19:22:52,20,-1.1732601,36.8024219,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:24:05,1,13:24:38,1,13:25:05,18,-1.285794,36.825571000000004,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,1,15:17:14,1,15:46:16,1,19:09:56,0,-1.3266904,36.876394299999994,Scheduled
Business,18028.0,Bike,Standard,desktop,No Partner,Staff,2,22:44:39,2,,2,03:00:00,4,-1.3250261,36.6823186,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,16:19:58,1,16:30:30,1,17:14:01,13,-1.2627571000000002,36.7819547,OnDemAND
Business,22504.0,Bike,Standard,desktop,I placed the wrong locations.,Customer,1,16:25:58,1,,1,16:29:16,17,-1.2038349,36.9208527,OnDemAND
Personal,-1.0,Bike,Express,peer_web,I placed the wrong locations.,Customer,1,12:10:35,1,,1,12:11:11,5,-1.357029,36.748490000000004,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,15:46:39,1,16:02:26,1,16:49:00,22,-1.4050185,36.949934899999995,OnDemAND
Business,31576.0,Bike,Standard,desktop,I placed the wrong locations.,Customer,1,14:29:10,1,,1,14:37:00,23,-1.3057386,36.763123900000004,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,1,14:34:44,1,14:42:49,1,17:51:27,5,-1.2849183000000002,36.8995338,Scheduled
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,1,13:48:38,1,,1,13:49:09,7,-1.3123537,36.8285768,OnDemAND
Business,20680.0,Bike,Express,android,My order is not ready.,Customer,1,14:25:53,1,14:26:15,1,15:15:41,8,-1.2540895,36.7835034,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,1,12:13:50,1,,1,12:18:00,7,-1.3132698,36.8480456,OnDemAND
Personal,-1.0,Bike,Standard,desktop,Customer error,Staff,1,11:19:02,1,,1,11:24:16,7,-1.302997,36.7692525,OnDemAND
Business,39592.0,Bike,Express,desktop,My order is not ready.,Customer,1,17:16:44,1,17:33:10,1,17:51:18,14,-1.3257522,36.7223584,OnDemAND
Business,18028.0,Bike,Standard,android,My order is not ready.,Customer,1,11:51:06,1,,1,11:51:25,7,-1.2978969999999999,36.7713525,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,14:56:01,1,15:00:04,1,15:11:51,1,-1.3001969999999998,36.7680525,OnDemAND
Business,17968.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,16:46:17,1,,1,17:10:42,8,-1.176002,36.825418299999995,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,20:43:17,1,,1,20:43:23,20,-1.2963666999999999,36.7811495,OnDemAND
Business,23728.0,Bike,Standard,desktop,No Partner,Staff,1,10:17:27,1,10:53:11,1,11:03:37,6,-1.2555895000000001,36.7875034,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,12:48:34,1,,1,12:58:24,27,-1.2405011000000001,36.8841307,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,1,13:33:27,1,13:33:46,1,13:33:57,10,-1.3479290000000002,36.74739,OnDemAND
Business,43876.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,10:29:02,1,,1,10:29:17,3,-1.2734940000000001,36.8051971,OnDemAND
Personal,-1.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:48:40,1,15:59:35,1,15:59:39,11,-1.2345502,36.8706319,OnDemAND
Personal,-1.0,Bike,Express,ios,No Partner,Staff,1,15:50:21,1,15:51:11,1,17:25:36,13,-1.3207445,36.7591244,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:28:54,1,13:29:15,1,13:33:07,22,-1.2876940000000001,36.832071,OnDemAND
Business,18028.0,Bike,Express,desktop,No Partner,Staff,1,13:09:13,1,,1,15:48:51,2,-1.2999066000000001,36.77194229999999,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,13:34:15,1,,1,13:34:54,9,-1.2891591999999998,36.7691295,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,2,20:23:32,2,20:30:46,2,07:18:22,0,-1.3348904,36.8760943,OnDemAND
Business,29236.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,12:53:57,1,12:54:19,1,13:00:27,4,-1.3167113000000001,36.8376563,OnDemAND
Business,18028.0,Bike,Express,ios,My order is not ready.,Customer,1,22:29:01,1,,1,22:29:05,2,-1.301223,36.790189,OnDemAND
Business,20680.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,15:40:46,1,,1,15:48:13,3,-1.2307219999999999,36.80665,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,1,10:08:30,1,,1,10:28:29,2,-1.3000581,36.816596999999994,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,1,15:17:41,1,15:17:52,1,15:18:11,13,-1.2684786,36.8030593,OnDemAND
Business,20680.0,Bike,Express,android,I placed the wrong locations.,Customer,1,15:45:18,1,,1,15:45:35,44,-1.4886924,36.9554624,OnDemAND
Business,40300.0,Bike,Express,desktop,My order is not ready.,Customer,1,10:45:30,1,10:47:49,1,11:33:46,12,-1.2612926000000002,36.8088685,OnDemAND
Personal,-1.0,Bike,Standard,android,Customer error,Staff,1,10:49:56,1,11:04:33,1,11:25:56,6,-1.2551895,36.785503399999996,OnDemAND
Business,17968.0,Bike,Express,desktop,No Partner,Staff,1,13:56:46,1,13:57:42,1,17:07:21,6,-1.309621,36.828795,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,2,14:14:51,2,09:49:05,2,10:08:04,17,-1.311941,36.8378368,Scheduled
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,1,17:06:52,1,,1,17:16:06,15,-1.3012179,36.7695349,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,1,10:47:15,1,10:47:24,1,10:49:24,14,-1.229322,36.80825,OnDemAND
Business,29236.0,Bike,Express,desktop,No Partner,Staff,1,12:48:11,1,16:11:49,1,16:29:26,8,-1.3224113000000002,36.839256299999995,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,1,14:43:00,1,,1,14:43:08,20,-1.3226931,36.7029102,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:36:13,1,,1,15:36:29,6,-1.3045062,36.823040999999996,OnDemAND
Business,42652.0,Bike,Express,android,My order is not ready.,Customer,1,15:06:28,1,,1,15:06:40,10,-1.2683341000000001,36.8071045,OnDemAND
Business,20680.0,Bike,Standard,android,I placed the wrong locations.,Customer,1,16:50:33,1,,1,16:51:14,17,-1.2808912000000001,36.881081099999996,OnDemAND
Business,29236.0,Bike,Express,desktop,No Partner,Staff,1,16:25:24,1,16:50:42,1,17:07:45,11,-1.3186113000000002,36.834556299999996,OnDemAND
Personal,-1.0,Bike,Standard,android,Customer error,Staff,1,10:54:16,1,11:04:33,1,11:25:46,6,-1.2544895,36.7905034,OnDemAND
Business,24436.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,15:49:52,1,,1,15:49:58,13,-1.3290189,36.8484551,OnDemAND
Business,17968.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,13:25:22,1,13:44:40,1,13:53:37,3,-1.2672337,36.805754799999995,OnDemAND
Business,27184.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,1,15:57:51,1,16:00:18,1,16:26:40,10,-1.2633331,36.7490881,OnDemAND
Business,57028.0,Bike,Standard,desktop,My order is not ready.,Customer,1,08:38:00,1,,1,09:04:21,15,-1.2355998,36.801890500000006,OnDemAND
Business,29236.0,Bike,Express,desktop,No Partner,Staff,1,16:26:35,1,16:38:18,1,17:04:59,11,-1.3196003,36.8388435,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,1,08:50:16,1,08:51:49,1,09:00:56,4,-1.3055868999999998,36.845620700000005,OnDemAND
Business,59392.0,Bike,Express,desktop,No Partner,Staff,1,10:26:04,1,10:26:33,1,10:53:27,5,-1.2881889,36.8335135,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,08:58:27,1,08:58:40,1,09:00:28,21,-1.2935826000000001,36.7602807,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,1,12:48:26,1,12:49:43,1,13:02:53,14,-1.3221113000000002,36.832156299999994,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,1,14:29:37,1,14:34:04,1,15:08:59,7,-1.273551,36.82282,OnDemAND
Personal,-1.0,Bike,Standard,desktop,Customer error,Staff,2,18:35:12,2,10:19:19,2,13:28:49,15,-1.324142,36.714365,Scheduled
Personal,-1.0,Bike,Express,android,No Partner,Staff,1,10:38:43,1,14:19:05,1,15:33:52,14,-1.3431436,36.661571,Scheduled
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,15:52:11,1,,1,15:52:27,12,-1.288294,36.823171,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,11:22:24,1,,1,11:23:52,15,-1.2905799999999998,36.824131200000004,OnDemAND
